order_line_id,order_id,customer_id,order_date,region,channel,product_category,product_name,quantity,unit_price,cost_per_unit,discount_pct,promo_flag,payment_status,fulfillment_status,total_return_qty,total_refund,gross_revenue,discount_amount,net_revenue,realized_revenue,realized_cogs,realized_profit,realized_margin_pct,discount_group,month
OL000291,O100181,C1290,2026-04-11 00:00:00,East,Store,Home,Bedsheet,5,9836.65,6931.33,7.6,N,Paid,Delivered,3,28087.99,49183.25,3737.927,45445.323,17357.333,13862.66,3494.673,20.13369796,Low Discount,2026-04-01 00:00:00
OL000292,O100181,C1290,2026-04-11 00:00:00,East,Store,Personal Care,Trimmer,3,789.41,413.66,21.8,Y,Paid,Delivered,0,0,2368.23,516.27414,1851.95586,1851.95586,1240.98,610.97586,32.99084353,Medium Discount,2026-04-01 00:00:00
OL000294,O100182,C1029,2026-05-18 00:00:00,North,Marketplace,Fashion,T-Shirt,2,1712.63,896.57,22.7,Y,Paid,Cancelled,0,0,3425.26,777.53402,2647.72598,2647.72598,1793.14,854.58598,32.27622445,Medium Discount,2026-05-01 00:00:00
OL000295,O100183,C1275,2026-05-07 00:00:00,West,Store,Home,Storage Box,3,552.49,345.06,11,N,Pending,Delivered,0,0,1657.47,182.3217,1475.1483,1475.1483,1035.18,439.9683,29.82536061,Medium Discount,2026-05-01 00:00:00
OL000296,O100183,C1275,2026-05-07 00:00:00,West,Store,Home,Bedsheet,1,4899.07,3085.04,15.3,N,Paid,Delivered,1,4625.29,4899.07,749.55771,4149.51229,-475.77771,0,-475.77771,100,Medium Discount,2026-05-01 00:00:00
OL000297,O100184,C1338,2026-06-15 00:00:00,South,Marketplace,Personal Care,Shampoo,4,12086.72,6555.81,11.5,N,Paid,Delivered,0,0,48346.88,5559.8912,42786.9888,42786.9888,26223.24,16563.7488,38.71211615,Medium Discount,2026-06-01 00:00:00
OL000298,O100184,C1338,2026-06-15 00:00:00,South,Marketplace,Home,Lamp,3,14184.96,8178.33,36.6,Y,Paid,Delivered,0,0,42554.88,15575.08608,26979.79392,26979.79392,24534.99,2444.80392,9.061610801,High Discount,2026-06-01 00:00:00
OL000299,O100185,C1128,2026-01-27 00:00:00,South,Online,Fashion,Jacket,5,11475.28,5411.17,18.7,N,Paid,Cancelled,0,0,57376.4,10729.3868,46647.0132,46647.0132,27055.85,19591.1632,41.99875159,Medium Discount,2026-01-01 00:00:00
OL000300,O100185,C1128,2026-01-27 00:00:00,South,Online,Electronics,Keyboard,2,4076.84,3011.43,28.1,Y,Paid,Cancelled,0,0,8153.68,2291.18408,5862.49592,5862.49592,6022.86,-160.36408,-2.735423311,High Discount,2026-01-01 00:00:00
OL000301,O100186,C1049,2026-05-26 00:00:00,West,Marketplace,Personal Care,Perfume,3,2967.07,1908.36,37.3,Y,Pending,Delivered,2,5112.89,8901.21,3320.15133,5581.05867,468.16867,1908.36,-1440.19133,-307.6223212,High Discount,2026-05-01 00:00:00
OL000302,O100186,C1049,2026-05-26 00:00:00,West,Marketplace,Personal Care,Shampoo,1,11639.61,5868.05,9.9,N,Paid,Delivered,0,0,11639.61,1152.32139,10487.28861,10487.28861,5868.05,4619.23861,44.04607122,Low Discount,2026-05-01 00:00:00
OL000303,O100187,C1357,2026-06-07 00:00:00,North,Online,Personal Care,Trimmer,4,12097.37,7900.46,13.8,N,Paid,Delivered,0,0,48389.48,6677.74824,41711.73176,41711.73176,31601.84,10109.89176,24.23752583,Medium Discount,2026-06-01 00:00:00
OL000304,O100188,C1461,2026-04-18 00:00:00,West,Online,Home,Storage Box,3,3048.1,1741.03,18.7,N,Paid,Delivered,0,0,9144.3,1709.9841,7434.3159,7434.3159,5223.09,2211.2259,29.74350202,Medium Discount,2026-04-01 00:00:00
OL000305,O100188,C1461,2026-04-18 00:00:00,West,Online,Electronics,Keyboard,1,13397.65,9170.54,19.3,N,Paid,Delivered,0,0,13397.65,2585.74645,10811.90355,10811.90355,9170.54,1641.36355,15.18107836,Medium Discount,2026-04-01 00:00:00
OL000306,O100189,C1499,2026-02-04 00:00:00,South,Store,Home,Bedsheet,1,5055.41,3464.04,3.7,N,Paid,Cancelled,1,4575.43,5055.41,187.05017,4868.35983,292.92983,0,292.92983,100,Low Discount,2026-02-01 00:00:00
OL000307,O100190,C1216,2026-04-18 00:00:00,West,Online,Fashion,Jeans,2,8250.12,4814.7,17.6,N,Paid,Delivered,0,0,16500.24,2904.04224,13596.19776,13596.19776,9629.4,3966.79776,29.17578745,Medium Discount,2026-04-01 00:00:00
OL000308,O100190,C1216,2026-04-18 00:00:00,West,Online,Home,Lamp,3,4184.66,2598.13,25.9,Y,Paid,Cancelled,0,0,12553.98,3251.48082,9302.49918,9302.49918,7794.39,1508.10918,16.21187114,High Discount,2026-04-01 00:00:00
OL000309,O100190,C1216,2026-04-18 00:00:00,West,Online,Home,Storage Box,2,13780.54,7742.23,12,N,Failed,Delivered,0,0,27561.08,3307.3296,24253.7504,24253.7504,15484.46,8769.2904,36.15643047,Medium Discount,2026-04-01 00:00:00
OL000310,O100191,C1327,2026-05-06 00:00:00,West,Online,Fashion,Jacket,3,10838.08,6151.93,10.9,N,Failed,Delivered,0,0,32514.24,3544.05216,28970.18784,28970.18784,18455.79,10514.39784,36.29385456,Medium Discount,2026-05-01 00:00:00
OL000311,O100191,C1327,2026-05-06 00:00:00,West,Online,Fashion,Jeans,2,8322.98,4229.3,7.3,N,Failed,Cancelled,0,0,16645.96,1215.15508,15430.80492,15430.80492,8458.6,6972.20492,45.18367613,Low Discount,2026-05-01 00:00:00
OL000312,O100192,C1148,2026-04-04 00:00:00,North,Store,Personal Care,Face Wash,3,11583.93,6990.21,13,N,Pending,Delivered,0,0,34751.79,4517.7327,30234.0573,30234.0573,20970.63,9263.4273,30.63904791,Medium Discount,2026-04-01 00:00:00
OL000313,O100193,C1006,2026-02-18 00:00:00,South,Store,Home,Lamp,1,2515.69,1729.42,0,N,Paid,Delivered,0,0,2515.69,0,2515.69,2515.69,1729.42,786.27,31.25464584,Low Discount,2026-02-01 00:00:00
OL000314,O100193,C1006,2026-02-18 00:00:00,South,Store,Fashion,Jeans,1,7953.81,4468.47,14.7,N,Pending,Cancelled,0,0,7953.81,1169.21007,6784.59993,6784.59993,4468.47,2316.12993,34.13804725,Medium Discount,2026-02-01 00:00:00
OL000316,O100194,C1021,2026-05-20 00:00:00,South,Store,Home,Mixer,5,10627.13,7136.39,9.9,N,Pending,Delivered,0,0,53135.65,5260.42935,47875.22065,47875.22065,35681.95,12193.27065,25.46885525,Low Discount,2026-05-01 00:00:00
OL000317,O100195,C1036,2026-04-20 00:00:00,North,Marketplace,Electronics,Earbuds,4,2256.92,1794.59,28.6,Y,Failed,Cancelled,2,4162.06,9027.68,2581.91648,6445.76352,2283.70352,3589.18,-1305.47648,-57.16488452,High Discount,2026-04-01 00:00:00
OL000318,O100196,C1393,2026-04-22 00:00:00,South,Online,Fashion,T-Shirt,2,7840,5012.39,25.7,Y,Pending,Cancelled,0,0,15680,4029.76,11650.24,11650.24,10024.78,1625.46,13.95215893,High Discount,2026-04-01 00:00:00
OL000319,O100196,C1393,2026-04-22 00:00:00,South,Online,Fashion,Jeans,1,1715.19,1057.81,11.9,N,Paid,Delivered,0,0,1715.19,204.10761,1511.08239,1511.08239,1057.81,453.27239,29.99653712,Medium Discount,2026-04-01 00:00:00
OL000322,O100198,C1320,2026-04-07 00:00:00,East,Online,Personal Care,Perfume,4,12838.38,8670.79,17.8,N,Paid,Delivered,4,-47471.27,51353.52,9140.92656,42212.59344,89683.86344,0,89683.86344,100,Medium Discount,2026-04-01 00:00:00
OL000325,O100200,C1291,2026-05-17 00:00:00,West,Store,Home,Mixer,1,8215.5,5757.86,3.6,N,Paid,Delivered,0,0,8215.5,295.758,7919.742,7919.742,5757.86,2161.882,27.29737913,Low Discount,2026-05-01 00:00:00
OL000326,O100201,C1254,2026-02-25 00:00:00,South,Store,Fashion,Jacket,5,2846.38,1364.74,6.5,N,Paid,Delivered,0,0,14231.9,925.0735,13306.8265,13306.8265,6823.7,6483.1265,48.72030533,Low Discount,2026-02-01 00:00:00
OL000327,O100202,C1303,2026-05-21 00:00:00,West,Online,Home,Mixer,5,8897.79,6395.5,11.5,N,Failed,Delivered,0,0,44488.95,5116.22925,39372.72075,39372.72075,31977.5,7395.22075,18.78260026,Medium Discount,2026-05-01 00:00:00
OL000328,O100202,C1303,2026-05-21 00:00:00,West,Online,Home,Bedsheet,1,9893.01,7119.21,23.8,Y,Paid,Delivered,0,0,9893.01,2354.53638,7538.47362,7538.47362,7119.21,419.26362,5.561651352,Medium Discount,2026-05-01 00:00:00
OL000329,O100202,C1303,2026-05-21 00:00:00,West,Online,Home,Bedsheet,3,5581.57,3335.91,25.8,Y,Failed,Cancelled,0,0,16744.71,4320.13518,12424.57482,12424.57482,10007.73,2416.84482,19.45213301,High Discount,2026-05-01 00:00:00
OL000330,O100203,C1193,2026-02-11 00:00:00,East,Store,Home,Bedsheet,3,12017.82,7404.92,8,N,Failed,Delivered,0,0,36053.46,2884.2768,33169.1832,33169.1832,22214.76,10954.4232,33.02590581,Low Discount,2026-02-01 00:00:00
OL000331,O100204,C1342,2026-05-02 00:00:00,East,Store,Electronics,Power Bank,3,9552.68,7312.34,11,N,Failed,Delivered,0,0,28658.04,3152.3844,25505.6556,25505.6556,21937.02,3568.6356,13.99154625,Medium Discount,2026-05-01 00:00:00
OL000332,O100204,C1342,2026-05-02 00:00:00,East,Store,Fashion,Shoes,1,12556.6,5928.28,1,N,Paid,Cancelled,0,0,12556.6,125.566,12431.034,12431.034,5928.28,6502.754,52.31064447,Low Discount,2026-05-01 00:00:00
OL000333,O100205,C1047,2026-01-15 00:00:00,North,Marketplace,Fashion,Jeans,2,12840.08,5982.76,11.5,N,Pending,Delivered,0,0,25680.16,2953.2184,22726.9416,22726.9416,11965.52,10761.4216,47.35094492,Medium Discount,2026-01-01 00:00:00
OL000334,O100205,C1047,2026-01-15 00:00:00,North,Marketplace,Home,Bedsheet,5,6613.67,4678.03,20.2,Y,Pending,Cancelled,0,0,33068.35,6679.8067,26388.5433,26388.5433,23390.15,2998.3933,11.36248131,Medium Discount,2026-01-01 00:00:00
OL000335,O100205,C1047,2026-01-15 00:00:00,North,Marketplace,Electronics,Keyboard,4,9341.66,6559.91,23.6,Y,Paid,Delivered,0,0,37366.64,8818.52704,28548.11296,28548.11296,26239.64,2308.47296,8.086254119,Medium Discount,2026-01-01 00:00:00
OL000336,O100206,C1105,2026-04-19 00:00:00,West,Marketplace,Electronics,Keyboard,3,3167.97,2239.64,25.2,Y,Failed,Delivered,0,0,9503.91,2394.98532,7108.92468,7108.92468,6718.92,390.00468,5.486127615,High Discount,2026-04-01 00:00:00
OL000337,O100207,C1518,2026-04-12 00:00:00,North,Online,Fashion,Shoes,1,1161.28,556.11,15,N,Pending,Delivered,1,1100.24,1161.28,174.192,987.088,-113.152,0,-113.152,100,Medium Discount,2026-04-01 00:00:00
OL000338,O100208,C1435,2026-03-07 00:00:00,South,Store,Electronics,Smartwatch,2,323.93,227.08,0,N,Failed,Delivered,0,0,647.86,0,647.86,647.86,454.16,193.7,29.89843485,Low Discount,2026-03-01 00:00:00
OL000339,O100209,C1135,2026-03-28 00:00:00,North,Online,Fashion,Jacket,2,11460.9,6001.92,24.7,Y,Paid,Delivered,0,0,22921.8,5661.6846,17260.1154,17260.1154,12003.84,5256.2754,30.45330392,Medium Discount,2026-03-01 00:00:00
OL000340,O100209,C1135,2026-03-28 00:00:00,North,Online,Fashion,Jacket,5,14020.64,8830.97,14.3,N,Paid,Cancelled,0,0,70103.2,10024.7576,60078.4424,60078.4424,44154.85,15923.5924,26.50466917,Medium Discount,2026-03-01 00:00:00
OL000341,O100209,C1135,2026-03-28 00:00:00,North,Online,Fashion,Shoes,5,13433.17,6469.39,31,Y,Pending,Delivered,0,0,67165.85,20821.4135,46344.4365,46344.4365,32346.95,13997.4865,30.20316473,High Discount,2026-03-01 00:00:00
OL000342,O100210,C1240,2026-02-13 00:00:00,East,Store,Personal Care,Face Wash,2,6755.25,4292.82,6.9,N,Failed,Delivered,0,0,13510.5,932.2245,12578.2755,12578.2755,8585.64,3992.6355,31.74231237,Low Discount,2026-02-01 00:00:00
OL000343,O100210,C1240,2026-02-13 00:00:00,East,Store,Fashion,Jacket,5,14460.97,9347.61,0,N,Paid,Delivered,4,51661.62,72304.85,0,72304.85,20643.23,9347.61,11295.62,54.7182781,Low Discount,2026-02-01 00:00:00
OL000344,O100210,C1240,2026-02-13 00:00:00,East,Store,Home,Bedsheet,2,2220.73,1586.46,26.4,Y,Paid,Cancelled,0,0,4441.46,1172.54544,3268.91456,3268.91456,3172.92,95.99456,2.936588223,High Discount,2026-02-01 00:00:00
OL000345,O100211,C1434,2026-02-21 00:00:00,South,Marketplace,Fashion,T-Shirt,2,3254.28,1930.66,36.9,Y,Paid,Delivered,0,0,6508.56,2401.65864,4106.90136,4106.90136,3861.32,245.58136,5.979723847,High Discount,2026-02-01 00:00:00
OL000346,O100211,C1434,2026-02-21 00:00:00,South,Marketplace,Electronics,Keyboard,1,3987.63,2799.8,23.1,Y,Pending,Cancelled,0,0,3987.63,921.14253,3066.48747,3066.48747,2799.8,266.68747,8.696838732,Medium Discount,2026-02-01 00:00:00
OL000347,O100211,C1434,2026-02-21 00:00:00,South,Marketplace,Fashion,T-Shirt,1,3525.09,2235.62,17.5,N,Pending,Delivered,0,0,3525.09,616.89075,2908.19925,2908.19925,2235.62,672.57925,23.12700033,Medium Discount,2026-02-01 00:00:00
OL000348,O100212,C1004,2026-05-24 00:00:00,East,Online,Home,Mixer,1,10789.45,7386.55,10.2,N,Paid,Cancelled,0,0,10789.45,1100.5239,9688.9261,9688.9261,7386.55,2302.3761,23.76296481,Medium Discount,2026-05-01 00:00:00
OL000350,O100213,C1331,2026-03-16 00:00:00,West,Online,Personal Care,Perfume,2,9608.62,5054.27,32.2,Y,Failed,Delivered,2,16435.26,19217.24,6187.95128,13029.28872,-3405.97128,0,-3405.97128,100,High Discount,2026-03-01 00:00:00
OL000351,O100214,C1274,2026-04-22 00:00:00,East,Online,Electronics,Earbuds,5,12030,8839.17,8.9,N,Paid,Delivered,0,0,60150,5353.35,54796.65,54796.65,44195.85,10600.8,19.34570818,Low Discount,2026-04-01 00:00:00
OL000352,O100215,C1109,2026-06-05 00:00:00,West,Online,Home,Bedsheet,2,11336.95,7213.69,15.7,N,Pending,Delivered,0,0,22673.9,3559.8023,19114.0977,19114.0977,14427.38,4686.7177,24.51969103,Medium Discount,2026-06-01 00:00:00
OL000353,O100216,C1239,2026-01-25 00:00:00,South,Store,Electronics,Smartwatch,4,13761.01,10298.13,10.1,N,Paid,Delivered,0,0,55044.04,5559.44804,49484.59196,49484.59196,41192.52,8292.07196,16.7568765,Medium Discount,2026-01-01 00:00:00
OL000355,O100216,C1239,2026-01-25 00:00:00,South,Store,Electronics,Power Bank,4,1656.66,1341,3.4,N,Paid,Delivered,0,0,6626.64,225.30576,6401.33424,6401.33424,5364,1037.33424,16.20496917,Low Discount,2026-01-01 00:00:00
OL000356,O100217,C1495,2026-05-21 00:00:00,East,Online,Personal Care,Perfume,4,14135.12,8581.99,10.2,N,Pending,Delivered,3,41502.81,56540.48,5767.12896,50773.35104,9270.54104,8581.99,688.55104,7.427301568,Medium Discount,2026-05-01 00:00:00
OL000357,O100217,C1495,2026-05-21 00:00:00,East,Online,Home,Bedsheet,1,8682.77,5900.87,16.6,N,Paid,Delivered,0,0,8682.77,1441.33982,7241.43018,7241.43018,5900.87,1340.56018,18.51236768,Medium Discount,2026-05-01 00:00:00
OL000358,O100218,C1210,2026-01-09 00:00:00,South,Marketplace,Electronics,Keyboard,1,8223.22,5829.85,35,Y,Failed,Delivered,0,0,8223.22,2878.127,5345.093,5345.093,5829.85,-484.757,-9.069196738,High Discount,2026-01-01 00:00:00
OL000359,O100219,C1401,2026-04-23 00:00:00,East,Marketplace,Home,Mixer,4,2637.56,1518.03,34.2,Y,Pending,Cancelled,0,0,10550.24,3608.18208,6942.05792,6942.05792,6072.12,869.93792,12.53141259,High Discount,2026-04-01 00:00:00
OL000360,O100219,C1401,2026-04-23 00:00:00,East,Marketplace,Fashion,T-Shirt,4,9145.27,5200.24,16,N,Paid,Delivered,0,0,36581.08,5852.9728,30728.1072,30728.1072,20800.96,9927.1472,32.30640643,Medium Discount,2026-04-01 00:00:00
OL000361,O100220,C1267,2026-06-13 00:00:00,South,Store,Home,Mixer,4,7087.95,5053.92,16,N,Pending,Delivered,1,6894.7,28351.8,4536.288,23815.512,16920.812,15161.76,1759.052,10.39578952,Medium Discount,2026-06-01 00:00:00
OL000362,O100221,C1003,2026-06-17 00:00:00,South,Store,Home,Lamp,5,3432.71,2083.97,0.9,N,Failed,Delivered,0,0,17163.55,154.47195,17009.07805,17009.07805,10419.85,6589.22805,38.739478,Low Discount,2026-06-01 00:00:00
OL000364,O100222,C1047,2026-03-13 00:00:00,East,Store,Fashion,T-Shirt,3,9215.97,4534.05,16,N,Failed,Delivered,0,0,27647.91,4423.6656,23224.2444,23224.2444,13602.15,9622.0944,41.43124846,Medium Discount,2026-03-01 00:00:00
OL000365,O100222,C1047,2026-03-13 00:00:00,East,Store,Home,Lamp,1,8948.02,5208.49,17.6,N,Paid,Cancelled,0,0,8948.02,1574.85152,7373.16848,7373.16848,5208.49,2164.67848,29.35886364,Medium Discount,2026-03-01 00:00:00
OL000366,O100223,C1301,2026-06-25 00:00:00,East,Marketplace,Personal Care,Face Wash,5,7968.45,4881.68,16.6,N,Paid,Delivered,0,0,39842.25,6613.8135,33228.4365,33228.4365,24408.4,8820.0365,26.54363981,Medium Discount,2026-06-01 00:00:00
OL000367,O100224,C1194,2026-06-06 00:00:00,South,Online,Personal Care,Shampoo,5,7346.93,3819.03,16.9,N,Paid,Delivered,0,0,36734.65,6208.15585,30526.49415,30526.49415,19095.15,11431.34415,37.4472879,Medium Discount,2026-06-01 00:00:00
OL000368,O100225,C1232,2026-04-07 00:00:00,West,Online,Home,Lamp,4,1059.11,730.04,10.3,N,Paid,Cancelled,0,0,4236.44,436.35332,3800.08668,3800.08668,2920.16,879.92668,23.15543708,Medium Discount,2026-04-01 00:00:00
OL000369,O100225,C1232,2026-04-07 00:00:00,West,Online,Electronics,Keyboard,4,8326.13,5903.6,8.1,N,Paid,Cancelled,0,0,33304.52,2697.66612,30606.85388,30606.85388,23614.4,6992.45388,22.84603935,Low Discount,2026-04-01 00:00:00
OL000370,O100226,C1055,2026-04-27 00:00:00,West,Marketplace,Home,Mixer,1,2635.78,1524.42,9.4,N,Paid,Cancelled,0,0,2635.78,247.76332,2388.01668,2388.01668,1524.42,863.59668,36.16376247,Low Discount,2026-04-01 00:00:00
OL000371,O100226,C1055,2026-04-27 00:00:00,West,Marketplace,Personal Care,Perfume,1,10143.2,6331.59,26.5,Y,Paid,Delivered,0,0,10143.2,2687.948,7455.252,7455.252,6331.59,1123.662,15.07208609,High Discount,2026-04-01 00:00:00
OL000372,O100226,C1055,2026-04-27 00:00:00,West,Marketplace,Personal Care,Shampoo,3,2491.45,1270.42,29,Y,Paid,Delivered,0,0,7474.35,2167.5615,5306.7885,5306.7885,3811.26,1495.5285,28.18142272,High Discount,2026-04-01 00:00:00
OL000373,O100227,C1118,2026-02-07 00:00:00,East,Online,Home,Storage Box,5,11765.84,6498.99,27.9,Y,Paid,Delivered,3,33510.15,58829.2,16413.3468,42415.8532,8905.7032,12997.98,-4092.2768,-45.95119227,High Discount,2026-02-01 00:00:00
OL000374,O100228,C1051,2026-01-10 00:00:00,South,Marketplace,Fashion,T-Shirt,3,8557.75,4373.88,33.5,Y,Paid,Delivered,0,0,25673.25,8600.53875,17072.71125,17072.71125,13121.64,3951.07125,23.14261158,High Discount,2026-01-01 00:00:00
OL000375,O100229,C1459,2026-03-09 00:00:00,West,Store,Electronics,Power Bank,3,14383.51,11537.63,4.6,N,Pending,Delivered,0,0,43150.53,1984.92438,41165.60562,41165.60562,34612.89,6552.71562,15.9179381,Low Discount,2026-03-01 00:00:00
OL000376,O100229,C1459,2026-03-09 00:00:00,West,Store,Electronics,Keyboard,1,8791.77,6466.38,0.1,N,Paid,Delivered,0,0,8791.77,8.79177,8782.97823,8782.97823,6466.38,2316.59823,26.37599877,Low Discount,2026-03-01 00:00:00
OL000377,O100229,C1459,2026-03-09 00:00:00,West,Store,Home,Lamp,2,2479.09,1475.95,0,N,Paid,Delivered,0,0,4958.18,0,4958.18,4958.18,2951.9,2006.28,40.46404124,Low Discount,2026-03-01 00:00:00
OL000378,O100230,C1454,2026-04-25 00:00:00,North,Marketplace,Electronics,Keyboard,1,9558.72,6871.23,22.5,Y,Paid,Delivered,0,0,9558.72,2150.712,7408.008,7408.008,6871.23,536.778,7.245915501,Medium Discount,2026-04-01 00:00:00
OL000379,O100230,C1454,2026-04-25 00:00:00,North,Marketplace,Fashion,Jacket,2,13028.35,7780.44,28.6,Y,Pending,Delivered,0,0,26056.7,7452.2162,18604.4838,18604.4838,15560.88,3043.6038,16.35951759,High Discount,2026-04-01 00:00:00
OL000380,O100231,C1239,2026-05-09 00:00:00,North,Online,Electronics,Earbuds,2,6949.46,5413.58,20.4,Y,Failed,Delivered,0,0,13898.92,2835.37968,11063.54032,11063.54032,10827.16,236.38032,2.136570331,Medium Discount,2026-05-01 00:00:00
OL000381,O100231,C1239,2026-05-09 00:00:00,North,Online,Personal Care,Trimmer,2,490.38,318.62,15.6,N,Paid,Cancelled,0,0,980.76,152.99856,827.76144,827.76144,637.24,190.52144,23.01646716,Medium Discount,2026-05-01 00:00:00
OL000382,O100232,C1501,2026-01-28 00:00:00,South,Store,Fashion,Jacket,1,664.25,392.5,14.9,N,Pending,Cancelled,0,0,664.25,98.97325,565.27675,565.27675,392.5,172.77675,30.56498432,Medium Discount,2026-01-01 00:00:00
OL000383,O100233,C1071,2026-04-24 00:00:00,West,Marketplace,Home,Lamp,4,11981.36,7105.85,27.6,Y,Pending,Delivered,4,84430.54,47925.44,13227.42144,34698.01856,-49732.52144,0,-49732.52144,100,High Discount,2026-04-01 00:00:00
OL000384,O100234,C1118,2026-04-05 00:00:00,West,Online,Fashion,Shoes,3,7294.1,4254.2,9.8,N,Pending,Cancelled,0,0,21882.3,2144.4654,19737.8346,19737.8346,12762.6,6975.2346,35.33941155,Low Discount,2026-04-01 00:00:00
OL000385,O100235,C1168,2026-05-17 00:00:00,West,Store,Home,Bedsheet,2,5567.84,3948.86,0,N,Paid,Cancelled,0,0,11135.68,0,11135.68,11135.68,7897.72,3237.96,29.07734418,Low Discount,2026-05-01 00:00:00
OL000386,O100236,C1240,2026-02-17 00:00:00,South,Marketplace,Personal Care,Face Wash,2,11140.28,6108.27,13.4,N,Paid,Delivered,0,0,22280.56,2985.59504,19294.96496,19294.96496,12216.54,7078.42496,36.68534757,Medium Discount,2026-02-01 00:00:00
OL000387,O100236,C1240,2026-02-17 00:00:00,South,Marketplace,Home,Bedsheet,4,8520.25,5385.82,31.1,Y,Failed,Delivered,0,0,34081,10599.191,23481.809,23481.809,21543.28,1938.529,8.255449995,High Discount,2026-02-01 00:00:00
OL000388,O100237,C1515,2026-05-09 00:00:00,North,Store,Electronics,Earbuds,1,5936.3,4781.43,5.9,N,Failed,Delivered,0,0,5936.3,350.2417,5586.0583,5586.0583,4781.43,804.6283,14.4042231,Low Discount,2026-05-01 00:00:00
OL000389,O100238,C1043,2026-01-30 00:00:00,East,Online,Personal Care,Shampoo,5,14296.38,7441.16,19.6,N,Failed,Delivered,0,0,71481.9,14010.4524,57471.4476,57471.4476,37205.8,20265.6476,35.2621144,Medium Discount,2026-01-01 00:00:00
OL000390,O100238,C1043,2026-01-30 00:00:00,East,Online,Fashion,T-Shirt,3,5251.79,2905.55,17.8,N,Paid,Delivered,3,15128.52,15755.37,2804.45586,12950.91414,-2177.60586,0,-2177.60586,100,Medium Discount,2026-01-01 00:00:00
OL000391,O100239,C1192,2026-04-03 00:00:00,North,Marketplace,Home,Storage Box,4,3463,2380.21,23.5,Y,Failed,Delivered,0,0,13852,3255.22,10596.78,10596.78,9520.84,1075.94,10.15346171,Medium Discount,2026-04-01 00:00:00
OL000392,O100239,C1192,2026-04-03 00:00:00,North,Marketplace,Home,Bedsheet,2,10840.47,7615.66,11.2,N,Paid,Delivered,0,0,21680.94,2428.26528,19252.67472,19252.67472,15231.32,4021.35472,20.88725218,Medium Discount,2026-04-01 00:00:00
OL000394,O100240,C1107,2026-04-10 00:00:00,South,Marketplace,Electronics,Power Bank,3,10411.38,8449.55,26.3,Y,Pending,Delivered,0,0,31234.14,8214.57882,23019.56118,23019.56118,25348.65,-2329.08882,-10.11786802,High Discount,2026-04-01 00:00:00
OL000395,O100241,C1142,2026-06-30 00:00:00,West,Marketplace,Home,Bedsheet,4,12985.74,8892.76,25.3,Y,Paid,Delivered,0,0,51942.96,13141.56888,38801.39112,38801.39112,35571.04,3230.35112,8.325348723,High Discount,2026-06-01 00:00:00
OL000396,O100242,C1169,2026-05-11 00:00:00,South,Store,Personal Care,Perfume,4,6188.27,3867.29,14.8,N,Paid,Delivered,0,0,24753.08,3663.45584,21089.62416,21089.62416,15469.16,5620.46416,26.65037612,Medium Discount,2026-05-01 00:00:00
OL000397,O100243,C1166,2026-06-06 00:00:00,North,Online,Electronics,Smartwatch,1,1490.19,1075.32,17.3,N,Paid,Delivered,0,0,1490.19,257.80287,1232.38713,1232.38713,1075.32,157.06713,12.74495053,Medium Discount,2026-06-01 00:00:00
OL000398,O100243,C1166,2026-06-06 00:00:00,North,Online,Personal Care,Perfume,3,7775.9,3890.93,32.7,Y,Pending,Delivered,2,13875.1,23327.7,7628.1579,15699.5421,1824.4421,3890.93,-2066.4879,-113.2668392,High Discount,2026-06-01 00:00:00
OL000399,O100244,C1097,2026-05-03 00:00:00,North,Marketplace,Home,Bedsheet,2,6173.64,3880.27,23.2,Y,Paid,Delivered,2,12137.91,12347.28,2864.56896,9482.71104,-2655.19896,0,-2655.19896,100,Medium Discount,2026-05-01 00:00:00
OL000400,O100245,C1183,2026-02-24 00:00:00,West,Marketplace,Personal Care,Shampoo,2,7700.02,5022.28,0,N,Paid,Delivered,0,0,15400.04,0,15400.04,15400.04,10044.56,5355.48,34.77575383,Low Discount,2026-02-01 00:00:00
OL000401,O100245,C1183,2026-02-24 00:00:00,West,Marketplace,Electronics,Power Bank,5,13108.63,10050.91,25.1,Y,Pending,Delivered,5,57192.21,65543.15,16451.33065,49091.81935,-8100.39065,0,-8100.39065,100,High Discount,2026-02-01 00:00:00
OL000402,O100245,C1183,2026-02-24 00:00:00,West,Marketplace,Electronics,Earbuds,2,7432.44,5166.71,37.5,Y,Paid,Delivered,1,6960.74,14864.88,5574.33,9290.55,2329.81,5166.71,-2836.9,-121.7652942,High Discount,2026-02-01 00:00:00
OL000403,O100246,C1146,2026-05-22 00:00:00,North,Store,Home,Storage Box,3,1148.71,799.57,16,N,Pending,Delivered,0,0,3446.13,551.3808,2894.7492,2894.7492,2398.71,496.0392,17.13582648,Medium Discount,2026-05-01 00:00:00
OL000404,O100246,C1146,2026-05-22 00:00:00,North,Store,Electronics,Earbuds,3,8094.24,6597.8,0,N,Paid,Delivered,3,-24061.23,24282.72,0,24282.72,48343.95,0,48343.95,100,Low Discount,2026-05-01 00:00:00
OL000405,O100246,C1146,2026-05-22 00:00:00,North,Store,Fashion,Jeans,5,4627.88,2317.21,15.4,N,Pending,Cancelled,3,12501,23139.4,3563.4676,19575.9324,7074.9324,4634.42,2440.5124,34.49520451,Medium Discount,2026-05-01 00:00:00
